Team Number,Advisor,Problem,Ranking,Institution ID
Beijing,Jiangrong Chen,B,Successful Participant,3
Buffalo,John Ringland,A,Outstanding Winner,1385
HanZhong,Shou-heng TUO,A,Successful Participant,16
Yantai,Yanli Cui,A,Honorable Mention,93
Xi'an,Genjiu Xu,D,Honorable Mention,790
Hangzhou,Zhiyi Tan,A,Honorable Mention,947
Beijing,DEWEI LI,B,Honorable Mention,1419
Xi'an,Xiao-Jia Liu,A,Successful Participant,958
Dalian,Gang Jiatai,A,Honorable Mention,1454
Zhengzhou,Gaohui Peng,A,Meritorious,1512
Shanghai,Chunxiang Li,D,Meritorious,1168
Bengbu,Xu Jian,A,Successful Participant,590
Beijing,Guoxing Fang,C,Honorable Mention,398
GuangZhou,Lianzu Jiao,A,Successful Participant,943
Beijing,Zhuo Zhang,A,Honorable Mention,1519
Tangshan,Liu Linlin,A,Honorable Mention,268
Beijing,Yue Fei,A,Successful Participant,1563
Nanjing,Hua Weihua,A,Successful Participant,816
Beijing,Yangan Zhang,D,Honorable Mention,1519
Xi'an,Haibo Wu,B,Honorable Mention,790
TianJin,Xianfeng Wang,A,Successful Participant,784
Wuhan,Zhi Li,D,Meritorious,50
Dalian,Yiwei Liu,A,Successful Participant,640
Nanjing,Zuo Xiang,D,Honorable Mention,49
Ypsilanti,Andrew M Ross,A,Honorable Mention,655
Hangzhou,Qianqian Chen,D,Honorable Mention,290
Xuzhou,Liu Jinbo,B,Successful Participant,637
ShiHiZi,Keshe Ni,A,Successful Participant,1625
Luoyang,Ji Zhang,A,Honorable Mention,537
Jinan,Bin Li,A,Successful Participant,1110
Nanjing,Wang Xiaoqian,A,Successful Participant,893
Beijing,Hao Ge,A,Successful Participant,1414
Wuhan,Haiyan Fu,D,Honorable Mention,457
Harbin,Baoyu Song,A,Successful Participant,1021
Luoyang,Chunwei Wang,B,Honorable Mention,537
Guangzhou,Xiaodong Li,A,Successful Participant,1471
Beijing,Dong Zijing,B,Honorable Mention,1414
Dalian,Qiuhui Pan,C,Honorable Mention,1291
Nanjing,Qinglun Yan,A,Meritorious,807
Beijing,Dongxu Gao,A,Successful Participant,714
Shanghai,Jialiang Xiang,D,Successful Participant,681
Tangshan,Wang Xu,A,Successful Participant,268
Tianjin,ZhiXia Xu,A,Successful Participant,91
Xuzhou,Yuhu Sun,D,Honorable Mention,491
Harbin,Zhenzhong Liu,D,Successful Participant,1260
Beijing,Yingzhe Wang,A,Successful Participant,913
Beijing,Jicong Zhang,A,Honorable Mention,1322
Shanghai,Tiansi ZHANG,B,Successful Participant,1238
Xi'an,Liangliang Zhai,A,Successful Participant,1628
Xi'an,Qiang Zhu,C,Successful Participant,579
Guangzhou,Tan Yang,A,Meritorious,752
Binghamton,ganggang xu,A,Honorable Mention,1491
Harbin,Rui Zang,B,Honorable Mention,286
Qinhuangdao,Jianbo Zhang,A,Honorable Mention,213
RIchmond,William T Ross,B,Successful Participant,13
Guangzhou,Jie Luo,D,Successful Participant,1315
Nankai Tianjin,Zeguang Li,B,Honorable Mention,592
Boulder,Anne M Dougherty,B,Meritorious,229
Duluth,Marshall Hampton,A,Successful Participant,151
Dalian,Qiuhui Pan,D,Successful Participant,640
Fuzhou,Lin Li,B,Successful Participant,872
XI'AN,WEI LU,D,Honorable Mention,1395
Beijing,Suming Hao,A,Honorable Mention,1415
Claremont,Susan E Martonosi,D,Meritorious,211
Bloomington,Michael Jolly,B,Honorable Mention,1674
Shanghai,Jia-Liang Lu,B,Successful Participant,1560
Harbin,Haitao Jiang,B,Successful Participant,676
Shenyang,Hongbo Du,A,Successful Participant,1525
Nanjing,Xiaoxin Zhu,D,Successful Participant,1362
Guang Zhou,Guifeng Zheng,B,Successful Participant,1130
Dalian,Qi Jia,A,Successful Participant,640
Wuhan,Jiang Dengying,B,Honorable Mention,992
Beijing,Haibin Duan,A,Honorable Mention,1566
Guangzhou,Xiaohui Hu,C,Successful Participant,103
BEIJING,Jinbin Wang,A,Successful Participant,135
Jinan,Shuxiang Huang,A,Successful Participant,1349
Jiaozuo City,Junfeng Ren,A,Successful Participant,1038
Shijiazhuang,Zhaohui ZHANG,B,Successful Participant,313
WUHAN,PEISHENG YAN,D,Honorable Mention,1420
Shenyang,Liu Huilin,A,Successful Participant,399
Jinan,Lin Peiguang,C,Successful Participant,79
Qingdao,Lirong Wan,A,Successful Participant,1244
Chengdu,Tao Liang,A,Successful Participant,486
Beijing,QUANDONG FENG,D,Honorable Mention,1299
BEIJING,JINWU GAO,A,Successful Participant,783
Weihai,Ran Zhang,B,Meritorious,314
Beijing,Xiaohua Han,D,Successful Participant,302
Shenyang,Yuzhong Liu,A,Successful Participant,315
Beijing,Bin Zhao,A,Honorable Mention,861
Beijing,Yajie Li,D,Honorable Mention,1519
Xi'an,Rong Ma,D,Finalist,790
Wuhan,Xinqi Hu,B,Meritorious,36
Beijing,Jing Sun,A,Honorable Mention,1322
shanghai,xiaomin wang,C,Honorable Mention,515
Indiana,John C Chrispell,B,Honorable Mention,249
Tangshan,Du Liping,B,Honorable Mention,268
Beijing,Liang Li,A,Successful Participant,639
Beijing,Zhao Wen Bo,A,Successful Participant,1519
shenyang,Meifang Ge,A,Successful Participant,1569
Beijing,Yuanchang Shi,D,Successful Participant,1406
Xiamen,Jiao Lian Zu,D,Successful Participant,509
Beijing,Hui Zou,B,Successful Participant,1406
Wuhan,Guoxin Zuo,B,Successful Participant,1538
Shanghai,Yan Zhang,B,Successful Participant,390
Guangzhou,Qing Liu,B,Meritorious,580
Xiâ€™an,Huiya Wang,A,Honorable Mention,502
Shenyang,Zhao Qiuyue,A,Honorable Mention,1151
Chengdu,Shiping Du,B,Successful Participant,1138
Hengyang,Liao maoxin,A,Successful Participant,1517
Shanghai,Qi Zhang,A,Meritorious,1635
Xinxiang,Hong bin Yu,A,Successful Participant,848
Nanjing,Qiang Zhang,A,Successful Participant,1463
Being,Lizhuo Zhang,A,Successful Participant,1601
Shenyang,Zhang Ruiyou,A,Successful Participant,1482
Henan,Haiju Fan,B,Honorable Mention,214
Beijing,Wenbo ZHANG,B,Finalist,1519
Taiyuan,Xue Yakui,B,Honorable Mention,221
Chengdu,Zhiyong Wang,D,Meritorious,917
Seattle,James Allen Morrow,B,Honorable Mention,1229
Xi'an,Feng Ye,C,Honorable Mention,579
Kunming,Wenhua Qian,D,Meritorious,999
Xiamen,Quan Gu,A,Successful Participant,1250
Shanghai,Liu Rongguan,A,Successful Participant,1615
Guangzhou,Guocan Feng,D,Honorable Mention,1315
Hong Kong,Yulin Fang,B,Successful Participant,288
Hefei City,YI FANG,A,Honorable Mention,1011
Beijing,Dongmei Yang,D,Successful Participant,398
Xiâ€™an,Jihong Dou,A,Successful Participant,502
Tianjin,ZiLi Li,A,Successful Participant,507
Shanghai,Jiansheng Yang,A,Successful Participant,474
Xi'an,Benchong Li,D,Meritorious,579
Zibo,Shujiang Ding,A,Successful Participant,352
Changchun,Cao Yang,A,Honorable Mention,658
Beijing,Jun Yang,A,Successful Participant,1149
Jinan,Baodong Liu,B,Successful Participant,1349
Shenyang,Wang Fei,A,Meritorious,1620
Haikou,Xuqiang Mao,A,Honorable Mention,616
Singapore,Fei Han,C,Meritorious,698
Zhuhai,Liu Weifang,C,Successful Participant,1203
shenyang,Junling Liu,A,Successful Participant,33
Xiangtan,Hongliang Liu,A,Honorable Mention,1264
Beijing,Lingyu Duan,B,Successful Participant,1191
Qingdao,Maofa Gong,B,Successful Participant,1244
Wuhan,Zhengyang Mei,C,Successful Participant,202
Jinhua,Yanfeng Shen,A,Successful Participant,495
Qingdao,Xuezhen Cheng,B,Successful Participant,1072
Hefei,Liu Yang,B,Successful Participant,76
Beijing,Jing Zhu,A,Successful Participant,754
Dalian,Zhandong Xu,B,Successful Participant,959
Nanjing,Gu Wenya,A,Successful Participant,49
Beijing,Yundong Gu,B,Successful Participant,964
Nanjing,MIN KONG,B,Successful Participant,113
Beijing,ZongFei Fu,A,Meritorious,1545
Changchun,Shuai Lv,C,Successful Participant,658
Urumqi,Lijun Wu,A,Successful Participant,1583
Zibo,Liang Sun,A,Honorable Mention,877
Beijing,Xiaoming Fan,D,Successful Participant,306
BEIJING,Jinzhi Li,B,Successful Participant,1460
Xi'an,Lei Chen,D,Successful Participant,598
Xinyang,Guangshuang Duan,A,Successful Participant,1272
Hangzhou,Yujie Yan,A,Honorable Mention,290
Jinan,Baodong Liu,A,Successful Participant,366
Lianyungang,Haibing Guo,B,Successful Participant,19
Tianjin,Xiaoting Bai,A,Successful Participant,169
Beijing,Xuelin Yong,D,Honorable Mention,964
Harbin,Rui Zang,B,Successful Participant,286
Qingdao City,Zeng-Shun Zhao,A,Successful Participant,1404
Shanghai,Fuping Tan,A,Successful Participant,474
NanjingJiangsu Province,Guosheng Cheng,D,Finalist,5
Xi'an,Hongzhi Xue,C,Successful Participant,703
Chengdu,CHEN Qibing,A,Honorable Mention,1648
Beijing,Hongtao Zhao,D,Honorable Mention,1563
Beijing,fang yong fei,B,Successful Participant,274
Gansu,Chenghui Yang,A,Honorable Mention,468
Shenzhen,Yi ZHAO,A,Successful Participant,1125
Harbin,Xianhua Song,C,Honorable Mention,855
Beijing,ZhiChao SHAO,A,Honorable Mention,398
Hang Zhou,Liu Kangsheng,C,Successful Participant,1683
Xiamen,zhong tan,B,Honorable Mention,1250
Shanghai,Zhijie Cai,D,Meritorious,284
Beijing,Shengming Ma,A,Honorable Mention,1322
Dalian,Kun Lu,B,Successful Participant,640
Beijing,He Xiaofan,A,Successful Participant,1322
Xi'an,Qianghua Wang,A,Honorable Mention,146
Wuhan,Z.C. Luo,B,Successful Participant,36
Guanghzou,ZHANG Pei-ai,B,Successful Participant,586
Hangzhou,Xiangguan Liu,B,Honorable Mention,986
Wuhan,Bo Li,A,Successful Participant,610
Guangzhou,Shenquan Liu,D,Successful Participant,580
Beijing,Qian Guan,A,Successful Participant,1191
Chengdu city,chongshuang chen,B,Successful Participant,1567
Nanjing,Weihua Huang,B,Honorable Mention,768
Wuhan,Zhengyang Mei,B,Meritorious,830
Shanghai,DongHua Wu,A,Successful Participant,704
Shanghai,Zhijie Cai,A,Successful Participant,284
Xiâ€˜an,Jiarong Shi,C,Honorable Mention,1612
Beijing,JUNQIANG WEI,A,Successful Participant,882
Nanjing,Jun Zhang,A,Successful Participant,1627
Changsha,Fuli He,D,Successful Participant,1378
Hangzhou,Kewei Liang,B,Honorable Mention,986
Nanjing,Meilin Zhu,A,Meritorious,816
Fuzhou,Jianghong Lin,A,Successful Participant,872
Yantai,Shoukui Si,C,Meritorious,1559
Shanghai,Chuandong Dong,A,Successful Participant,254
Xiâ€™an,Xiaoyan Sun,A,Successful Participant,987
Beijing,Binghui Guo,B,Honorable Mention,1322
Beijing,Haonan Zhu,B,Honorable Mention,232
Xi'an,Jia Gu,A,Successful Participant,338
Jinan,Baodong LIU,,Successful Participant,1349
Seattle,Katie L Oliveras,A,Honorable Mention,1669
Canton,Minglan Wang,A,Honorable Mention,369
Chongqing,Sidong Xian,B,Successful Participant,362
Nanjing,Genhong Ding,B,Successful Participant,520
Beijing,Haibo Wang,B,Meritorious,913
Shenyang,Cui Jianjiang,A,Meritorious,1504
Beijing,Zaiwen Wen,A,Honorable Mention,111
Jinan,Baodong LIU,A,Successful Participant,366
Nanchang,Liu Bocheng,A,Successful Participant,141
Weihai,Xiaofang Li,A,Honorable Mention,757
Beijing,ShuQing GU,A,Successful Participant,70
Beijing,Tianyi Cai,A,Successful Participant,1467
Beijing,YingZhe Wang,A,Honorable Mention,913
Shanghai,Xinjian Xu,A,Honorable Mention,704
Guangzhou,Yanhui Guan,A,Honorable Mention,1315
Guangzhou,Yanhui Li,A,Meritorious,1315
chengdu,yunlong sun,B,Honorable Mention,741
Shippensburg,Benjamin Galluzzo,B,Successful Participant,173
Jiaozuo,Jien Deng,A,Successful Participant,1043
Lanzhou,Meng Wang,D,Successful Participant,643
Chengdu,Yueliang Xu,B,Honorable Mention,486
Beijing,Junqing Chen,B,Successful Participant,951
Bengbu,Li Chunzhong,A,Meritorious,590
Beijing,GuoHone Zhang,A,Successful Participant,1449
Kirksville,Donald J Bindner,A,Successful Participant,1657
Changchun,Cao Yang,A,Successful Participant,658
Harbin,Shuo Shi,C,Successful Participant,1021
Qingdao,Xiaocui Yin,B,Successful Participant,250
Guangzhou,YI DU,A,Honorable Mention,103
Beijing,QINGXIA GAO,A,Successful Participant,639
Chongqing,Jian Xiao,D,Meritorious,231
Guangzhou,Wei-Shi Zheng,A,Successful Participant,1506
Shanghai,Jing Liu,A,Meritorious,1367
Caldwell,Dave Rosoff,A,Honorable Mention,397
Xinxiang,Xiaoxia Mu,B,Successful Participant,556
Harbin,Xiaocong Wang,D,Successful Participant,855
Beijing,Liuyan Zhao,A,Successful Participant,1191
Beijing,Jianjun Liu,D,Successful Participant,1018
WENZHOU,QIN SHU ZHENG,C,Honorable Mention,839
Guangzhou,JunTao Li,B,Honorable Mention,1315
Beijing,Xin Gao,B,Successful Participant,964
Liaocheng,Jianwei Xia,A,Successful Participant,1602
Changchun,Songzhu Li,D,Successful Participant,296
Beijing,Bo Zhang,A,Honorable Mention,1414
Weihai,Bing Yang,A,Successful Participant,314
Huainan,Heng Liu,B,Honorable Mention,1273
Shanghai,Ping Bi,A,Successful Participant,1111
Hefei,Lianzu Jiao,D,Honorable Mention,776
Beijing,Chuanhua Wei,B,Successful Participant,619
Beijing,Feng Wang,A,Successful Participant,310
Guangzhou,Hongjiang Wang,A,Successful Participant,451
Guangzhou,Guang Yang,A,Successful Participant,1506
WuHan,Chen Zhanbo,D,Successful Participant,1061
ChengDu,Yingqi Tao,A,Successful Participant,48
Beijing,Zongfei Fu,C,Successful Participant,571
Tianjin,Xiaochen Sun,C,Successful Participant,1537
Tangshan,Zhang Huancheng,A,Honorable Mention,828
Wuhan,Xinjiang Gu,A,Successful Participant,202
HaianNantong,Dong Zhang,A,Honorable Mention,334
Bengbu,Liu Jian,C,Honorable Mention,590
Tangshan,Yang Aimin,A,Honorable Mention,268
BeiJing,Xiaofeng Ding,A,Successful Participant,1636
Qingdao city,ziting Wang,C,Honorable Mention,345
Beijing,Dong Zijing,D,Honorable Mention,1414
HARBIN,LEI ZHU,B,Successful Participant,1041
Harbin,Zhichang Guo,A,Successful Participant,1021
Nanning,Huang Ganji,D,Honorable Mention,1240
Hangzhou,Yongzhen Zhu,C,Honorable Mention,675
Guangzhou,YANHUI GUAN,A,Honorable Mention,1471
Hangzhou,Biao Wu,B,Meritorious,290
shanghai,Qifen Jiang,A,Successful Participant,515
Guanghzou,HU Daiqiang,B,Honorable Mention,586
Tianjin,Shizhe Gao,A,Meritorious,169
shanghai,zhaoping Hu,A,Successful Participant,1306
Wuhan,Zhangchu Luo,A,Honorable Mention,36
Changsha,Mingjian Zhang,A,Successful Participant,346
Shanghai,Chengdong Dong,C,Successful Participant,390
Zhengzhou,Qingan Cui,A,Meritorious,9
Changsha,Shourong Ma,D,Successful Participant,431
Qinhuangdao,Zixuan Zhang,B,Honorable Mention,213
Beijing,Lianzu Jiao,A,Successful Participant,1519
Weihai,Xiaofang Li,A,Successful Participant,757
Shanghai,Yuan Cao,B,Successful Participant,284
kunming,Yue Zhao,B,Successful Participant,710
Beijing,Yu Ji,A,Successful Participant,993
Hohhot,Mingyuan Li,B,Successful Participant,377
shanghai,Guoqing Yang,B,Successful Participant,1425
Shenyang,Wang Zhiqiong,D,Successful Participant,203
Liaocheng,jijin yi,A,Successful Participant,1602
Beijing,Li Cui,A,Meritorious,1156
Wuhan,HUI Qiao,B,Meritorious,36
Changsha,Dan Wang,A,Successful Participant,183
Chengdu,Yueliang Xu,B,Successful Participant,486
Taiyuan  Shanxi,Chengbo Zhai,B,Successful Participant,740
Qingdao,Sang Zhaoyang,A,Successful Participant,32
Shenyang,Gongshu Wang,A,Successful Participant,1000
Xiamen,CHUANJU XU,A,Honorable Mention,1534
Tangshan,Ji Nan,A,Honorable Mention,268
Nanjing,Wang Qiong,A,Successful Participant,893
Xi'an,Qiang Zhu,C,Honorable Mention,579
Cupertino,Mark C St John,A,Meritorious,575
Nanchang,Cai Yong,A,Successful Participant,141
Wuhan,Guoguang Yan,D,Meritorious,457
Baoding,FENG SHI,D,Successful Participant,1307
Harbin,Zhenzhong Liu,A,Honorable Mention,1260
shanghai,Xiaojuan Cai,D,Successful Participant,728
Shanghai,Xiangyun Zhang,A,Honorable Mention,1317
Hefei,fang yi,A,Meritorious,1073
Chengdu,Qi Wang,A,Successful Participant,138
Wuhan,Liu Yang,A,Successful Participant,992
Guangzhou,Guogang Liu,A,Successful Participant,1001
Jiangsu,Changqing Xu,B,Successful Participant,1451
Shanghai,Zhenyu Zhang,B,Honorable Mention,318
Beijing,Hui Zou,D,Successful Participant,1406
Guangzhou,Lianzu Jiao,C,Honorable Mention,1446
Tianjin,Li Ming,B,Successful Participant,158
Beijing,SUMIN HAO,A,Successful Participant,639
Hangzhou,ZI-KE ZHANG,C,Successful Participant,786
Changchun,Youling Feng,A,Successful Participant,1383
Beijing,YINGZHE WANG,A,Successful Participant,1156
Nanjing,Xu Jin,C,Honorable Mention,934
Guangzhou,JunTao Li,B,Meritorious,1315
Nanchang,Chen Chunfang,A,Honorable Mention,141
Guangzhou,Weiqi Luo,D,Successful Participant,1315
Beijing,lin zhang,A,Honorable Mention,1543
Tianjin,Xuemei Liu,A,Successful Participant,867
Beijing,Wei Feng,A,Successful Participant,1322
Wuhan,Zhuangchu Luo,D,Successful Participant,36
Jinan,Chun-Kai Wang,D,Honorable Mention,366
Beibei,Kai Hu,A,Honorable Mention,294
Xi'an,Zai-En HOU,B,Successful Participant,1372
Hohhot,Mei Wang,A,Honorable Mention,1484
Beijing,Yi Zhang,D,Honorable Mention,1018
Beijing,Ruilin Liu,A,Successful Participant,639
Seattle,Eric Bahuaud,A,Honorable Mention,1669
Beijing,Guoliang Yang,A,Successful Participant,639
Jinan,Baodong Liu,D,Successful Participant,1349
HARBIN,YUE SHENG LUO,B,Successful Participant,1041
Minneapolis,Vincent Quenneville-Belair,A,Successful Participant,910
Suzhou,Qiang Niu,A,Successful Participant,1211
Qingdao,Xiurong Chen,A,Successful Participant,1452
Yantai,Xijing Sun,C,Successful Participant,1559
Beijing,Li Liu,A,Successful Participant,1519
Chengdu,Yanfei Jing,A,Honorable Mention,917
Beijing,XUSEN CHENG,C,Successful Participant,398
Bloomsburg,Chris Lynd,A,Successful Participant,1131
Zibo,Xunzhi Zhu,A,Meritorious,352
Shenzhen,bo chen,D,Honorable Mention,445
Chengdu,Kun Wang,B,Successful Participant,1359
beijing,Xujie Jia,B,Honorable Mention,895
Shenyang,Yanhua Yu,A,Honorable Mention,566
Beijing,Hongting Shi,A,Successful Participant,95
shanghai,he hui,A,Successful Participant,1246
Tianjin,Zhen Zhao,B,Successful Participant,280
Beijing,Dong Zijing,A,Successful Participant,1414
Xi'an,Yang Song,C,Successful Participant,212
WuHan,Wei Xiaoyan,B,Successful Participant,1061
Shenyang,Pan Feng,B,Successful Participant,192
Beijing,Xiaoguang Lu,D,Successful Participant,1018
Beijing,fangying Chen,B,Honorable Mention,619
Yantai,Zhifeng Wang,A,Successful Participant,93
Guangzhou,Yanmao Chen,A,Meritorious,1237
Zhengzhou,Dongwei Zhang,D,Successful Participant,9
Guangzhou,Lianzu Jiao,B,Successful Participant,653
Nanning,Xin Wei,B,Successful Participant,383
Hangzhou,Jian-Xin SHEN,A,Meritorious,290
Beijing,Yanling Su,C,Successful Participant,639
NanTong,Xiaojian Zhou,A,Successful Participant,239
Guanghzou,YE Shiqi,D,Successful Participant,586
Chongqing,Hanguang Xiao,A,Successful Participant,802
ShanghaiChina,Yingxuan Chang,B,Successful Participant,35
Harbin,Hualing Deng,D,Successful Participant,1260
University Park,Ludmil T Zikatanov,B,Successful Participant,64
Beijing,Linlin Shao,D,Honorable Mention,1191
Shanghai,Xiaofeng Gao,A,Successful Participant,1321
Taiyuan,Xue Zhen,A,Successful Participant,221
Berkeley,Jon Wilkening,A,Honorable Mention,718
Chongqing,Tengzhong Rong,C,Honorable Mention,231
Hefei,Kai Xing,A,Honorable Mention,776
Hangzhou,Yingyu He,A,Successful Participant,906
Helena,Kelly S. Cline,D,Meritorious,1220
Bristol,Hubert Noussi Kamdem,A,Successful Participant,1241
shanghai,Qifen Jiang,B,Successful Participant,515
Beijing,Yuzhuo Zhang,A,Successful Participant,639
XI'AN,JIANTING LI,B,Honorable Mention,511
Beijing,Hai Jin,B,Honorable Mention,274
Guangzhou,Wei-neng Chen,C,Honorable Mention,1506
Changchun,xiuling yao,A,Honorable Mention,44
Beijing,Xiaoming Fan,D,Honorable Mention,306
Changchun,liu Jinying,B,Successful Participant,658
Shenyang,Shiyun Wang,B,Successful Participant,976
Tangshan,Yan Yan,A,Successful Participant,268
Zhengzhou,Yuanzhang Zhang,A,Successful Participant,1512
Beijing,Tao Ren,B,Successful Participant,3
Jinan,Baodong LIU,D,Successful Participant,1349
Shenyang,Xin Junchang,A,Honorable Mention,1482
Harbin,Dazhi Zhang,A,Honorable Mention,1021
Blackfoot,Barbara L Bedwell,B,Successful Participant,320
Kunming,Baoyun Wang,A,Successful Participant,599
Beijing,Zuguo He,D,Honorable Mention,1519
Guang zhou,Yuan chang Deng,A,Successful Participant,1105
Nanjing,Yongfu Yang,A,Honorable Mention,520
Beijing,Lemin Wu,A,Honorable Mention,1414
Beijing,Hui Zou,A,Honorable Mention,1406
TaiyuanShanxi,Di Liu,B,Successful Participant,633
Harbin,Guokun Qu,D,Successful Participant,676
Tianjin,Lianzeng Zhang,A,Honorable Mention,169
Guangzhou,ZHANG Chuanlin,A,Meritorious,283
London,Allan B MacIsaac,A,Honorable Mention,1108
Guangzhou,Shenquan Liu,D,Honorable Mention,580
Shenzhen,Gongnong Li,A,Successful Participant,270
Tianjin,Junhai Ma,C,Successful Participant,1416
Beijing,Yanfei Shu,D,Meritorious,705
Qingdao,xiaocui Yin,A,Successful Participant,1452
Shanghai,Zhijie Cai,A,Honorable Mention,284
Zibo,Xiaoyuan Wang,A,Successful Participant,877
Beijing,Chunhui Li,B,Meritorious,774
Wuhan,Jin Yuhong,A,Meritorious,1212
Changsha,Fuli He,D,Honorable Mention,1378
Chongqing,Jiming Yu,A,Honorable Mention,362
Claremont,Susan E Martonosi,A,Meritorious,211
Beijing,Huafei Sun,B,Meritorious,894
Hefei,Wei Zhang,A,Successful Participant,1587
Huizhou,Zhongyi Ke,B,Successful Participant,1623
